0.00	1.00	14.00	6.49
0.00	2.00	2.33	13.00
0.00	3.00	0.00	8.74
0.00	4.00	3.25	13.00
0.00	5.00	14.00	6.31
0.00	6.00	0.00	7.30
0.00	7.00	3.33	13.00
0.00	8.00	0.44	13.00
0.00	9.00	2.13	13.00
0.00	10.00	14.00	8.39
1.00	1.00	14.04	6.98
1.00	2.00	2.34	13.03
1.00	3.00	0.26	8.65
1.00	11.00	14.00	11.22
1.00	5.00	13.95	6.25
1.00	6.00	0.19	7.44
1.00	12.00	0.00	6.74
1.00	8.00	0.37	12.57
1.00	9.00	1.75	12.90
1.00	10.00	13.69	8.44
2.00	1.00	13.79	7.26
2.00	2.00	2.36	13.04
2.00	3.00	0.53	8.56
2.00	11.00	13.93	11.21
2.00	5.00	13.74	6.64
2.00	6.00	0.40	7.73
2.00	12.00	0.34	6.79
2.00	8.00	0.21	12.15
2.00	9.00	1.86	12.74
2.00	10.00	13.36	8.56
3.00	1.00	13.53	7.57
3.00	13.00	14.00	9.76
3.00	3.00	0.82	8.58
3.00	11.00	13.83	11.17
3.00	5.00	13.44	6.73
3.00	6.00	0.57	7.96
3.00	12.00	0.73	6.88
3.00	8.00	0.02	11.72
3.00	9.00	2.08	12.52
3.00	10.00	13.03	8.69
4.00	1.00	13.23	7.81
4.00	13.00	14.00	9.73
4.00	3.00	1.16	8.60
4.00	11.00	13.73	11.14
4.00	5.00	13.11	6.79
4.00	6.00	0.71	8.15
4.00	12.00	1.14	6.98
4.00	14.00	0.00	7.49
4.00	9.00	2.45	12.37
4.00	10.00	12.70	8.82
5.00	1.00	12.91	8.00
5.00	13.00	13.99	9.72
5.00	3.00	1.56	8.61
5.00	11.00	13.63	11.11
5.00	5.00	12.77	6.85
5.00	6.00	0.85	8.37
5.00	12.00	1.56	7.06
5.00	14.00	0.36	7.48
5.00	9.00	2.85	12.23
5.00	10.00	12.41	8.94
6.00	1.00	12.59	8.17
6.00	13.00	13.97	9.70
6.00	3.00	1.96	8.57
6.00	11.00	13.53	11.09
6.00	5.00	12.43	6.92
6.00	6.00	1.00	8.61
6.00	12.00	1.99	7.15
6.00	14.00	0.78	7.54
6.00	9.00	3.26	12.10
6.00	10.00	12.31	8.97
7.00	1.00	12.29	8.28
7.00	13.00	13.96	9.69
7.00	3.00	2.31	8.52
7.00	11.00	13.43	11.06
7.00	5.00	12.09	6.99
7.00	6.00	1.18	8.81
7.00	12.00	2.41	7.25
7.00	14.00	1.20	7.62
7.00	9.00	3.68	11.96
7.00	10.00	12.40	8.92
8.00	1.00	11.98	8.27
8.00	13.00	13.94	9.68
8.00	3.00	2.63	8.47
8.00	11.00	13.33	11.04
8.00	5.00	11.75	7.06
8.00	6.00	1.40	8.91
8.00	12.00	2.83	7.33
8.00	14.00	1.64	7.70
8.00	9.00	4.09	11.83
8.00	10.00	12.44	9.01
9.00	1.00	11.68	8.25
9.00	13.00	13.93	9.67
9.00	3.00	2.94	8.43
9.00	11.00	13.22	11.01
9.00	5.00	11.41	7.12
9.00	6.00	1.63	8.95
9.00	12.00	3.26	7.41
9.00	14.00	2.07	7.79
9.00	9.00	4.50	11.70
9.00	10.00	12.46	9.06
10.00	1.00	11.42	8.20
10.00	13.00	13.92	9.66
10.00	3.00	3.26	8.40
10.00	11.00	13.12	10.99
10.00	5.00	11.07	7.18
10.00	6.00	1.82	8.96
10.00	12.00	3.69	7.47
10.00	14.00	2.49	7.87
10.00	9.00	4.91	11.57
10.00	10.00	12.46	9.08
11.00	1.00	11.12	8.14
11.00	13.00	13.91	9.65
11.00	3.00	3.60	8.41
11.00	11.00	13.02	10.96
11.00	5.00	10.72	7.23
11.00	6.00	1.97	8.95
11.00	12.00	4.13	7.53
11.00	14.00	2.91	7.95
11.00	9.00	5.33	11.44
11.00	10.00	12.46	9.09
12.00	1.00	10.80	8.14
12.00	13.00	13.90	9.65
12.00	3.00	3.96	8.45
12.00	11.00	12.93	10.94
12.00	5.00	10.37	7.27
12.00	6.00	2.09	8.93
12.00	12.00	4.57	7.58
12.00	14.00	3.31	8.02
12.00	9.00	5.74	11.32
12.00	10.00	12.46	9.09
13.00	1.00	10.46	8.21
13.00	13.00	13.89	9.64
13.00	3.00	4.31	8.49
13.00	11.00	12.83	10.91
13.00	5.00	10.02	7.30
13.00	6.00	2.19	8.91
13.00	12.00	5.01	7.64
13.00	14.00	3.70	8.09
13.00	9.00	6.15	11.21
13.00	10.00	12.46	9.09
14.00	1.00	10.11	8.33
14.00	13.00	13.88	9.63
14.00	3.00	4.61	8.47
14.00	11.00	12.73	10.89
14.00	5.00	9.67	7.34
14.00	6.00	2.28	8.89
14.00	12.00	5.43	7.72
14.00	14.00	4.07	8.16
14.00	9.00	6.57	11.08
14.00	10.00	12.45	9.08
15.00	1.00	9.76	8.49
