0.00	1.00	12.33	12.00
0.00	2.00	14.00	10.54
0.00	3.00	14.00	10.05
0.00	4.00	14.00	7.63
0.00	5.00	14.00	5.54
0.00	6.00	9.82	12.00
0.00	7.00	14.00	11.59
0.00	8.00	0.00	9.71
0.00	9.00	10.42	12.00
0.00	10.00	14.00	11.39
1.00	1.00	12.25	11.94
1.00	2.00	13.73	10.64
1.00	3.00	13.82	9.70
1.00	4.00	13.86	7.80
1.00	5.00	13.88	5.72
1.00	6.00	9.55	11.92
1.00	7.00	13.96	12.01
1.00	8.00	0.49	9.71
1.00	9.00	10.19	11.92
1.00	10.00	13.86	11.00
2.00	1.00	12.12	11.89
2.00	2.00	13.48	10.38
2.00	3.00	13.55	9.49
2.00	4.00	13.71	8.06
2.00	5.00	13.74	5.88
2.00	6.00	9.45	11.76
2.00	11.00	14.00	10.65
2.00	8.00	0.99	9.78
2.00	9.00	9.98	11.84
2.00	10.00	13.74	11.07
3.00	1.00	11.99	11.84
3.00	2.00	13.08	10.18
3.00	3.00	13.26	9.31
3.00	4.00	13.55	8.33
3.00	5.00	13.60	6.05
3.00	6.00	9.30	11.55
3.00	11.00	13.90	10.45
3.00	8.00	1.28	9.87
3.00	9.00	9.81	11.79
3.00	10.00	13.47	11.35
4.00	1.00	11.86	11.80
4.00	2.00	12.69	10.22
4.00	3.00	12.96	9.20
4.00	4.00	13.41	8.58
4.00	5.00	13.46	6.22
4.00	6.00	9.23	11.24
4.00	11.00	13.68	10.37
4.00	8.00	0.86	10.01
4.00	9.00	9.57	11.81
4.00	10.00	13.15	11.41
5.00	1.00	11.72	11.76
5.00	2.00	12.32	10.33
5.00	3.00	12.61	9.12
5.00	4.00	13.30	8.81
5.00	5.00	13.32	6.38
5.00	6.00	9.36	10.97
5.00	11.00	13.42	10.32
5.00	8.00	1.08	10.10
5.00	9.00	9.22	11.81
5.00	10.00	12.82	11.40
6.00	1.00	11.57	11.73
6.00	2.00	11.96	10.43
6.00	3.00	12.24	9.01
6.00	4.00	13.21	9.06
6.00	5.00	13.17	6.55
6.00	6.00	9.58	10.75
6.00	11.00	13.15	10.28
6.00	8.00	1.21	10.19
6.00	9.00	8.80	11.75
6.00	10.00	12.50	11.36
7.00	1.00	11.41	11.71
7.00	2.00	11.61	10.52
7.00	3.00	11.90	8.87
7.00	4.00	13.09	9.32
7.00	5.00	13.03	6.71
7.00	6.00	9.80	10.56
7.00	11.00	12.86	10.26
7.00	8.00	1.04	10.24
7.00	9.00	8.36	11.63
7.00	10.00	12.21	11.32
8.00	1.00	11.24	11.72
8.00	2.00	11.25	10.59
8.00	3.00	11.58	8.74
8.00	4.00	12.96	9.57
8.00	5.00	12.89	6.88
8.00	6.00	10.03	10.39
8.00	11.00	12.55	10.29
8.00	8.00	1.14	10.30
8.00	9.00	7.94	11.50
8.00	10.00	11.94	11.26
9.00	1.00	11.07	11.75
9.00	2.00	10.93	10.68
9.00	3.00	11.27	8.62
9.00	4.00	12.83	9.80
9.00	5.00	12.75	7.04
9.00	6.00	10.22	10.21
9.00	11.00	12.23	10.30
9.00	8.00	1.12	10.34
9.00	9.00	7.52	11.36
9.00	10.00	11.69	11.20
10.00	1.00	10.92	11.78
10.00	2.00	10.63	10.83
10.00	3.00	10.96	8.49
10.00	4.00	12.72	10.04
10.00	5.00	12.60	7.21
10.00	6.00	10.37	9.98
10.00	11.00	11.88	10.28
10.00	8.00	1.11	10.37
10.00	9.00	7.18	11.22
10.00	10.00	11.44	11.15
11.00	1.00	10.76	11.87
11.00	2.00	10.26	10.95
11.00	3.00	10.66	8.36
11.00	4.00	12.60	10.30
11.00	5.00	12.46	7.37
11.00	6.00	10.57	9.78
11.00	11.00	11.56	10.22
11.00	8.00	1.12	10.39
11.00	9.00	7.18	11.06
11.00	10.00	11.19	11.10
12.00	1.00	10.63	11.93
12.00	2.00	9.88	11.08
12.00	3.00	10.36	8.23
12.00	4.00	12.46	10.58
12.00	5.00	12.32	7.54
12.00	6.00	10.74	9.58
12.00	11.00	11.28	10.15
12.00	8.00	1.11	10.39
12.00	9.00	7.25	10.92
12.00	10.00	10.92	11.04
13.00	1.00	10.51	11.96
13.00	2.00	9.52	11.23
13.00	3.00	10.05	8.11
13.00	4.00	12.30	10.86
13.00	5.00	12.18	7.70
13.00	6.00	10.90	9.32
13.00	11.00	11.03	10.14
13.00	8.00	1.11	10.40
