0	1	4.69	4.51
0	2	3.81	3.25
0	3	5.55	5.71
0	4	6.03	7.83
0	5	1.70	11.18
0	6	1.57	11.57
0	7	0.84	12.53
0	8	1.84	9.50
0	9	4.45	1.65
0	10	3.18	0.35
1	1	4.56	3.84
1	2	3.85	2.60
1	3	5.19	6.18
1	4	6.05	8.56
1	5	1.70	11.18
1	6	1.57	11.57
1	7	0.86	12.74
1	8	1.84	9.50
1	9	4.47	1.02
1	10	3.18	0.37
2	3	4.78	6.83
2	4	6.01	9.25
2	5	1.70	11.18
2	6	1.57	11.57
2	7	0.86	12.86
2	8	1.84	9.50
3	3	4.39	7.31
3	4	6.01	9.90
3	5	1.70	11.18
3	6	1.57	11.57
3	7	0.92	13.10
3	8	1.84	9.50
4	3	4.10	7.85
4	4	6.00	10.67
4	5	1.70	11.18
4	6	1.57	11.57
4	7	0.87	13.66
4	8	1.84	9.50
5	3	3.69	8.30
5	4	5.91	11.25
5	5	1.70	11.18
5	6	1.57	11.57
5	7	0.88	14.06
5	8	1.84	9.50
6	3	3.43	8.78
6	4	5.87	12.00
6	5	1.70	11.18
6	6	1.57	11.57
6	8	1.84	9.50
7	3	3.16	9.34
7	4	5.81	12.55
7	5	1.70	11.18
7	6	1.57	11.57
7	8	1.84	9.50
8	3	2.92	9.92
8	5	1.70	11.18
8	6	1.57	11.57
8	8	1.84	9.50
9	3	2.72	10.50
9	5	1.70	11.18
9	6	1.57	11.57
9	8	1.84	9.50
10	3	2.50	11.04
10	5	1.70	11.18
10	6	1.57	11.57
10	8	1.84	9.50
11	3	2.33	11.51
11	5	1.70	11.18
11	6	1.59	11.57
11	8	1.84	9.50
12	3	2.07	12.11
12	5	1.70	11.18
12	6	1.59	11.57
12	8	1.84	9.50
13	3	1.80	12.46
13	5	1.70	11.18
13	6	1.59	11.57
13	8	1.84	9.50
14	5	1.70	11.18
14	6	1.59	11.57
14	8	1.84	9.50
14	11	3.68	13.15
14	12	4.55	13.08
14	13	4.28	14.04
15	5	1.70	11.18
15	6	1.59	11.57
15	8	1.84	9.50
15	11	3.62	12.38
15	12	4.63	12.87
15	13	4.17	13.73
16	5	1.70	11.18
16	6	1.59	11.57
16	8	1.84	9.50
16	11	3.63	11.53
16	12	4.65	12.59
16	13	4.04	13.33
17	5	1.70	11.18
17	6	1.59	11.57
17	8	1.84	9.50
17	11	3.70	10.72
17	12	4.63	12.19
17	13	4.02	12.79
17	14	7.29	7.91
17	15	6.42	8.00
17	16	6.85	4.40
18	5	1.70	11.18
18	6	1.59	11.57
18	8	1.77	9.61
18	11	3.71	9.87
18	12	4.68	11.71
18	13	4.03	12.19
18	14	7.28	8.51
18	15	6.43	8.51
18	16	6.71	5.16
19	5	1.70	11.18
19	6	1.59	11.57
19	8	1.84	9.50
19	11	3.79	9.03
19	12	4.68	11.17
19	13	4.05	11.59
19	14	7.20	8.95
19	15	6.42	9.00
19	16	6.63	5.89
20	5	1.70	11.18
20	6	1.59	11.57
20	8	1.84	9.50
20	11	3.82	8.20
20	12	4.63	10.54
20	13	4.07	10.96
20	14	7.19	9.42
20	15	6.37	9.49
20	16	6.53	6.69
21	5	1.70	11.18
21	6	1.59	11.57
21	8	1.73	9.62
21	11	3.87	7.37
21	12	4.67	9.89
21	13	4.05	10.28
21	14	7.18	9.91
21	15	6.38	9.98
21	16	6.43	7.49
22	5	1.70	11.18
22	6	1.59	11.57
22	8	1.77	9.65
22	11	3.89	6.46
22	12	4.60	9.27
22	13	4.03	9.58
22	14	7.10	10.38
22	15	6.40	10.43
22	16	6.41	8.29
23	5	1.70	11.18
23	6	1.59	11.57
23	8	1.84	9.50
23	11	4.05	5.54
23	12	4.58	8.55
23	13	4.01	8.86
23	14	7.09	10.87
23	15	6.39	10.92
23	16	6.28	9.10
23	17	4.72	2.06
23	18	6.57	3.56
24	5	1.68	11.18
24	6	1.57	11.57
24	8	1.84	9.50
24	11	3.99	4.57
24	12	4.59	7.81
24	13	3.98	8.04
24	14	7.08	11.36
24	15	6.42	11.42
24	16	6.14	9.98
24	17	4.85	2.81
24	18	6.58	4.29
25	5	1.68	11.18
25	6	1.57	11.57
25	8	1.84	9.50
25	11	3.99	3.78
25	12	4.55	7.05
25	13	4.01	7.27
25	14	7.07	11.77
25	15	6.41	11.88
25	16	6.02	10.66
25	17	4.95	3.63
25	18	6.52	4.98
26	11	4.03	2.91
26	12	4.52	6.27
26	13	3.98	6.63
26	14	7.01	12.30
26	15	6.36	12.33
26	16	5.90	11.41
26	17	5.17	4.45
26	18	6.54	5.67
27	11	4.10	2.01
27	12	4.52	5.51
27	13	3.97	5.87
27	14	6.99	12.75
27	15	6.39	12.76
27	16	5.75	12.16
27	17	5.23	5.24
27	18	6.53	6.39
28	11	4.12	1.14
28	12	4.53	4.73
28	13	3.97	5.08
28	14	6.98	13.22
28	15	6.41	13.20
28	16	5.54	12.89
28	17	5.29	6.11
28	18	6.57	7.08
29	12	4.61	4.06
29	13	4.00	4.31
29	17	5.32	6.96
29	18	6.55	7.75
30	12	4.54	3.22
30	13	4.01	3.58
30	17	5.26	7.81
30	18	6.49	8.44
31	12	4.59	2.45
31	13	4.07	2.83
31	17	5.23	8.68
31	18	6.51	9.10
32	12	4.59	1.70
32	13	4.08	1.97
32	17	5.20	9.48
32	18	6.51	9.79
32	19	3.65	11.93
33	17	5.19	10.32
33	18	6.58	10.44
33	19	3.73	12.36
34	17	5.33	11.19
34	18	6.73	11.18
34	19	3.87	12.80
35	17	5.26	11.89
